CVE,Module,Type,Rank,Has_Check,Has_Vulhub,Success_Probability,Platform
CVE-2023-49070,exploits/linux/http/apache_ofbiz_deserialization,exploits,Excellent,True,True,0.99,"unix, linux"
CVE-2023-49084,exploits/multi/http/cacti_pollers_sqli_rce,exploits,Excellent,True,False,0.99,
CVE-2023-49085,exploits/multi/http/cacti_pollers_sqli_rce,exploits,Excellent,True,False,0.99,
CVE-2023-4911,exploits/linux/local/glibc_tunables_priv_esc,exploits,Excellent,True,False,0.99,"linux, unix"
CVE-2023-50386,exploits/linux/http/apache_solr_backup_restore,exploits,Excellent,True,False,0.99,
CVE-2023-50445,exploits/linux/http/glinet_unauth_rce_cve_2023_50445,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2023-50917,exploits/linux/http/majordomo_cmd_inject_cve_2023_50917,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2023-50919,exploits/linux/http/glinet_unauth_rce_cve_2023_50445,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2023-51467,exploits/linux/http/apache_ofbiz_deserialization,exploits,Excellent,True,True,0.99,"unix, linux"
CVE-2023-52251,exploits/linux/http/kafka_ui_unauth_rce_cve_2023_52251,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2023-5360,exploits/multi/http/wp_royal_elementor_addons_rce,exploits,Excellent,True,False,0.99,"unix, linux, win, php"
CVE-2023-6019,exploits/linux/http/ray_cpu_profile_cmd_injection_cve_2023_6019,exploits,Excellent,True,False,0.99,linux
CVE-2023-6553,exploits/multi/http/wp_backup_migration_php_filter,exploits,Excellent,True,False,0.99,php
CVE-2024-0012,exploits/linux/http/panos_management_unauth_rce,exploits,Excellent,True,False,0.99,"linux, unix"
CVE-2024-0204,exploits/multi/http/fortra_goanywhere_mft_rce_cve_2024_0204,exploits,Excellent,True,False,0.99,linux
CVE-2024-10924,exploits/multi/http/wp_reallysimplessl_2fa_bypass_rce,exploits,Excellent,True,False,0.99,php
CVE-2024-11320,exploits/linux/http/pandora_fms_auth_rce_cve_2024_11320,exploits,Excellent,True,False,0.99,"unix, linux, php"
CVE-2024-11680,exploits/linux/http/projectsend_unauth_rce,exploits,Excellent,True,False,0.99,php
CVE-2024-12029,exploits/linux/http/invokeai_rce_cve_2024_12029,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2024-1212,exploits/linux/http/progress_kemp_loadmaster_unauth_cmd_injection,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2024-1212,exploits/linux/local/progress_kemp_loadmaster_sudo_privesc_2024,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2024-12356,exploits/linux/http/beyondtrust_pra_rs_unauth_rce,exploits,Excellent,True,False,0.99,"linux, unix"
CVE-2024-12847,exploits/linux/http/netgear_dgn1000_setup_unauth_exec,exploits,Excellent,True,False,0.99,linux
CVE-2024-12971,exploits/linux/http/pandora_fms_auth_rce_cve_2024_12971,exploits,Excellent,True,False,0.99,"unix, linux, php"
CVE-2024-1708,exploits/multi/http/connectwise_screenconnect_rce_cve_2024_1709,exploits,Excellent,True,False,0.99,win
CVE-2024-1800,exploits/windows/http/telerik_report_server_deserialization,exploits,Excellent,True,False,0.99,win
CVE-2024-2044,exploits/multi/http/pgadmin_session_deserialization,exploits,Excellent,True,False,0.99,python
CVE-2024-2054,exploits/linux/http/artica_proxy_unauth_rce_cve_2024_2054,exploits,Excellent,True,False,0.99,"php, unix, linux"
CVE-2024-21626,exploits/linux/local/runc_cwd_priv_esc,exploits,Excellent,True,False,0.99,linux
CVE-2024-21683,exploits/multi/http/atlassian_confluence_rce_cve_2024_21683,exploits,Excellent,True,False,0.99,"unix, linux, win"
CVE-2024-21887,exploits/linux/http/ivanti_connect_secure_rce_cve_2023_46805,exploits,Excellent,True,False,0.99,linux
CVE-2024-21887,exploits/linux/http/ivanti_connect_secure_rce_cve_2024_21893,exploits,Excellent,True,False,0.99,
CVE-2024-21888,exploits/linux/http/ivanti_connect_secure_rce_cve_2024_21893,exploits,Excellent,True,False,0.99,
CVE-2024-21893,exploits/linux/http/ivanti_connect_secure_rce_cve_2024_21893,exploits,Excellent,True,False,0.99,
CVE-2024-22729,exploits/linux/http/netis_unauth_rce_cve_2024_22729,exploits,Excellent,True,False,0.99,linux
CVE-2024-23692,exploits/windows/http/rejetto_hfs_rce_cve_2024_23692,exploits,Excellent,True,False,0.99,win
CVE-2024-23759,exploits/multi/http/gambio_unauth_rce_cve_2024_23759,exploits,Excellent,True,False,0.99,"php, unix, linux"
CVE-2024-2389,exploits/linux/http/progress_flowmon_unauth_cmd_injection,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2024-2389,exploits/linux/local/progress_flowmon_sudo_privesc_2024,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2024-24578,exploits/linux/http/raspberrymatic_unauth_rce_cve_2024_24578,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2024-24725,exploits/multi/http/gibbon_auth_rce_cve_2024_24725,exploits,Excellent,True,False,0.99,"php, unix, linux, win"
CVE-2024-24809,exploits/linux/http/traccar_rce_upload,exploits,Excellent,True,False,0.99,linux
CVE-2024-25600,exploits/multi/http/wp_bricks_builder_rce,exploits,Excellent,True,False,0.99,"unix, linux, win, php"
CVE-2024-25641,exploits/multi/http/cacti_package_import_rce,exploits,Excellent,True,False,0.99,
CVE-2024-27198,exploits/multi/http/jetbrains_teamcity_rce_cve_2024_27198,exploits,Excellent,True,False,0.99,java
CVE-2024-27199,exploits/multi/http/jetbrains_teamcity_rce_cve_2024_27198,exploits,Excellent,True,False,0.99,java
CVE-2024-27348,exploits/linux/http/apache_hugegraph_gremlin_rce,exploits,Excellent,True,True,0.99,
CVE-2024-27956,exploits/multi/http/wp_automatic_sqli_to_rce,exploits,Excellent,True,False,0.99,php
CVE-2024-28185,exploits/linux/http/judge0_sandbox_escape_cve_2024_28189,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2024-28189,exploits/linux/http/judge0_sandbox_escape_cve_2024_28189,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2024-28254,exploits/linux/http/openmetadata_auth_bypass_rce,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2024-28255,exploits/linux/http/openmetadata_auth_bypass_rce,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2024-28397,exploits/linux/http/pyload_js2py_cve_2024_39205,exploits,Excellent,True,False,0.99,linux
CVE-2024-28741,exploits/windows/http/northstar_c2_xss_to_agent_rce,exploits,Excellent,True,False,0.99,win
CVE-2024-2961,exploits/linux/http/magento_xxe_to_glibc_buf_overflow,exploits,Excellent,True,True,0.99,
CVE-2024-30085,exploits/windows/local/cve_2024_30085_cloud_files,exploits,Excellent,True,False,0.99,win
CVE-2024-30088,exploits/windows/local/cve_2024_30088_authz_basep,exploits,Excellent,True,False,0.99,win
CVE-2024-30850,exploits/linux/http/chaos_rat_xss_to_rce,exploits,Excellent,True,False,0.99,"linux, unix"
CVE-2024-3116,exploits/windows/http/pgadmin_binary_path_api,exploits,Excellent,True,False,0.99,windows
CVE-2024-31214,exploits/linux/http/traccar_rce_upload,exploits,Excellent,True,False,0.99,linux
CVE-2024-31819,exploits/multi/http/avideo_wwbnindex_unauth_rce,exploits,Excellent,True,False,0.99,"php, unix, linux, win"
CVE-2024-32113,exploits/multi/http/apache_ofbiz_forgot_password_directory_traversal,exploits,Excellent,True,True,0.99,"linux, unix"
CVE-2024-3400,exploits/linux/http/panos_telemetry_cmd_exec,exploits,Excellent,True,False,0.99,"linux, unix"
CVE-2024-3408,exploits/linux/http/dtale_rce_cve_2025_0655,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2024-34102,exploits/linux/http/magento_xxe_to_glibc_buf_overflow,exploits,Excellent,True,False,0.99,
CVE-2024-35250,exploits/windows/local/cve_2024_35250_ks_driver,exploits,Excellent,True,False,0.99,win
CVE-2024-36401,exploits/multi/http/geoserver_unauth_rce_cve_2024_36401,exploits,Excellent,True,True,0.99,"unix, linux, windows"
CVE-2024-37404,exploits/linux/http/ivanti_connect_secure_rce_cve_2024_37404,exploits,Excellent,True,False,0.99,linux
CVE-2024-38856,exploits/multi/http/apache_ofbiz_forgot_password_directory_traversal,exploits,Excellent,True,True,0.99,"linux, unix"
CVE-2024-39205,exploits/linux/http/pyload_js2py_cve_2024_39205,exploits,Excellent,True,False,0.99,linux
CVE-2024-4220,exploits/linux/http/chamilo_bigupload_webshell,exploits,Excellent,True,False,0.99,php
CVE-2024-4358,exploits/windows/http/telerik_report_server_deserialization,exploits,Excellent,True,False,0.99,win
CVE-2024-44000,exploits/multi/http/wp_litespeed_cookie_theft,exploits,Excellent,True,False,0.99,"unix, linux, win, php"
CVE-2024-45256,exploits/unix/webapp/byob_unauth_rce,exploits,Excellent,True,False,0.99,
CVE-2024-45257,exploits/unix/webapp/byob_unauth_rce,exploits,Excellent,True,False,0.99,
CVE-2024-4548,exploits/windows/scada/diaenergie_sqli,exploits,Excellent,True,False,0.99,win
CVE-2024-4577,exploits/windows/http/php_cgi_arg_injection_rce_cve_2024_4577,exploits,Excellent,True,False,0.99,"php, win"
CVE-2024-46506,exploits/linux/http/netalertx_rce_cve_2024_46506,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2024-47407,exploits/windows/scada/mypro_mgr_cmd,exploits,Excellent,True,False,0.99,win
CVE-2024-47575,exploits/linux/misc/fortimanager_rce_cve_2024_47575,exploits,Excellent,True,False,0.99,
CVE-2024-48455,exploits/linux/http/netis_unauth_rce_cve_2024_48456_and_48457,exploits,Excellent,True,False,0.99,linux
CVE-2024-48456,exploits/linux/http/netis_unauth_rce_cve_2024_48456_and_48457,exploits,Excellent,True,False,0.99,linux
CVE-2024-48457,exploits/linux/http/netis_unauth_rce_cve_2024_48456_and_48457,exploits,Excellent,True,False,0.99,linux
CVE-2024-50623,exploits/multi/http/cleo_rce_cve_2024_55956,exploits,Excellent,True,False,0.99,java
CVE-2024-5084,exploits/multi/http/wp_hash_form_rce,exploits,Excellent,True,False,0.99,"php, unix, linux, win"
CVE-2024-51092,exploits/linux/http/librenms_authenticated_rce_cve_2024_51092,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2024-51378,exploits/unix/webapp/cyberpanel_preauth_rce_multi_cve,exploits,Excellent,True,False,0.99,
CVE-2024-51567,exploits/unix/webapp/cyberpanel_preauth_rce_multi_cve,exploits,Excellent,True,False,0.99,
CVE-2024-51568,exploits/unix/webapp/cyberpanel_preauth_rce_multi_cve,exploits,Excellent,True,False,0.99,
CVE-2024-55555,exploits/linux/http/invoiceninja_unauth_rce_cve_2024_55555,exploits,Excellent,True,False,0.99,"php, unix, linux"
CVE-2024-55556,exploits/linux/http/invoiceshelf_unauth_rce_cve_2024_55556,exploits,Excellent,True,False,0.99,"php, unix, linux"
CVE-2024-55956,exploits/multi/http/cleo_rce_cve_2024_55956,exploits,Excellent,True,False,0.99,java
CVE-2024-55963,exploits/linux/http/appsmith_rce_cve_2024_55964,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2024-55964,exploits/linux/http/appsmith_rce_cve_2024_55964,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2024-56145,exploits/linux/http/craftcms_ftp_template,exploits,Excellent,True,True,0.99,
CVE-2024-5721,exploits/linux/http/logsign_exec,exploits,Excellent,True,False,0.99,python
CVE-2024-5910,exploits/linux/http/paloalto_expedition_rce,exploits,Excellent,True,False,0.99,
CVE-2024-5932,exploits/multi/http/wp_givewp_rce,exploits,Excellent,True,False,0.99,win
CVE-2024-6127,exploits/linux/http/empire_skywalker,exploits,Excellent,True,False,0.99,python
CVE-2024-6782,exploits/multi/misc/calibre_exec,exploits,Excellent,True,False,0.99,"win, linux, unix"
CVE-2024-7399,exploits/windows/http/magicinfo_traversal,exploits,Excellent,True,False,0.99,windows
CVE-2024-7954,exploits/multi/http/spip_porte_plume_previsu_rce,exploits,Excellent,True,False,0.99,"php, unix, linux, win"
CVE-2024-8353,exploits/multi/http/wp_givewp_rce,exploits,Excellent,True,False,0.99,win
CVE-2024-8503,exploits/unix/webapp/vicidial_agent_authenticated_rce,exploits,Excellent,True,False,0.99,
CVE-2024-8517,exploits/multi/http/spip_bigup_unauth_rce,exploits,Excellent,True,False,0.99,php
CVE-2024-8856,exploits/multi/http/wp_time_capsule_file_upload_rce,exploits,Excellent,True,False,0.99,php
CVE-2024-9464,exploits/linux/http/paloalto_expedition_rce,exploits,Excellent,True,False,0.99,
CVE-2024-9474,exploits/linux/http/panos_management_unauth_rce,exploits,Excellent,True,False,0.99,"linux, unix"
CVE-2025-1094,exploits/linux/http/beyondtrust_pra_rs_unauth_rce,exploits,Excellent,True,False,0.99,"linux, unix"
CVE-2025-11749,exploits/multi/http/wp_ai_engine_mcp_rce,exploits,Excellent,True,False,0.99,php
CVE-2025-24016,exploits/linux/http/wazuh_auth_rce_cve_2025_24016,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2025-24813,exploits/multi/http/tomcat_partial_put_deserialization,exploits,Excellent,True,True,0.99,"unix, linux, win"
CVE-2025-24893,exploits/multi/http/xwiki_unauth_rce_cve_2025_24893,exploits,Excellent,True,False,0.99,"unix, linux, win"
CVE-2025-2563,exploits/multi/http/wp_user_registration_membership_escalation,exploits,Excellent,True,False,0.99,php
CVE-2025-2611,exploits/linux/http/ictbroadcast_unauth_cookie,exploits,Excellent,True,False,0.99,
CVE-2025-27007,exploits/multi/http/wp_suretriggers_auth_bypass,exploits,Excellent,True,False,0.99,php
CVE-2025-27218,exploits/windows/http/sitecore_xp_cve_2025_27218,exploits,Excellent,True,False,0.99,win
CVE-2025-27520,exploits/linux/http/bentoml_rce_cve_2025_27520,exploits,Excellent,True,False,0.99,python
CVE-2025-2945,exploits/multi/http/pgadmin_query_tool_authenticated,exploits,Excellent,True,True,0.99,python
CVE-2025-30004,exploits/linux/http/xorcom_completepbx_scheduler,exploits,Excellent,True,False,0.99,
CVE-2025-30406,exploits/windows/http/gladinet_viewstate_deserialization_cve_2025_30406,exploits,Excellent,True,False,0.99,win
CVE-2025-3096,exploits/multi/http/clinic_pms_sqli_to_rce,exploits,Excellent,True,False,0.99,php
CVE-2025-3102,exploits/multi/http/wp_suretriggers_auth_bypass,exploits,Excellent,True,False,0.99,php
CVE-2025-32375,exploits/linux/http/bentoml_runner_server_rce_cve_2025_32375,exploits,Excellent,True,False,0.99,python
CVE-2025-32432,exploits/linux/http/craftcms_preauth_rce_cve_2025_32432,exploits,Excellent,True,False,0.99,php
CVE-2025-32433,exploits/linux/ssh/ssh_erlangotp_rce,exploits,Excellent,True,True,0.99,"linux, unix"
CVE-2025-3248,exploits/multi/http/langflow_unauth_rce_cve_2025_3248,exploits,Excellent,True,True,0.99,python
CVE-2025-34037,exploits/linux/http/linksys_themoon_exec,exploits,Excellent,True,False,0.99,linux
CVE-2025-34061,exploits/multi/http/phpstudy_backdoor_rce,exploits,Excellent,True,False,0.99,php
CVE-2025-34073,exploits/unix/http/maltrail_rce,exploits,Excellent,True,False,0.99,unix
CVE-2025-34077,exploits/unix/webapp/wp_pie_register_bypass_rce,exploits,Excellent,True,False,0.99,php
CVE-2025-34078,exploits/windows/local/nscp_pe,exploits,Excellent,True,False,0.99,
CVE-2025-34079,exploits/windows/http/nscp_authenticated_rce,exploits,Excellent,True,False,0.99,
CVE-2025-34082,exploits/linux/misc/igel_command_injection,exploits,Excellent,True,False,0.99,linux
CVE-2025-34087,exploits/unix/http/pihole_whitelist_exec,exploits,Excellent,True,False,0.99,linux
CVE-2025-34088,exploits/linux/http/pandora_ping_cmd_exec,exploits,Excellent,True,False,0.99,linux
CVE-2025-34093,exploits/unix/misc/polycom_hdx_traceroute_exec,exploits,Excellent,True,False,0.99,unix
CVE-2025-34095,exploits/multi/http/makoserver_cmd_exec,exploits,Excellent,True,False,0.99,
CVE-2025-34099,exploits/unix/webapp/vicidial_user_authorization_unauth_cmd_exec,exploits,Excellent,True,False,0.99,unix
CVE-2025-34100,exploits/multi/http/builderengine_upload_exec,exploits,Excellent,True,False,0.99,php
CVE-2025-34101,exploits/windows/http/serviio_checkstreamurl_cmd_exec,exploits,Excellent,True,False,0.99,win
CVE-2025-34102,exploits/linux/http/crypttech_cryptolog_login_exec,exploits,Excellent,True,False,0.99,python
CVE-2025-34103,exploits/linux/http/wipg1000_cmd_injection,exploits,Excellent,True,False,0.99,unix
CVE-2025-34105,exploits/windows/http/diskboss_get_bof,exploits,Excellent,True,False,0.99,win
CVE-2025-34108,exploits/windows/http/disk_pulse_enterprise_bof,exploits,Excellent,True,False,0.99,win
CVE-2025-34109,exploits/windows/local/panda_psevents,exploits,Excellent,True,False,0.99,win
CVE-2025-34111,exploits/unix/webapp/tikiwiki_upload_exec,exploits,Excellent,True,False,0.99,php
CVE-2025-34112,exploits/linux/http/riverbed_netprofiler_netexpress_exec,exploits,Excellent,True,False,0.99,linux
CVE-2025-34113,exploits/linux/http/tiki_calendar_exec,exploits,Excellent,True,False,0.99,
CVE-2025-34115,exploits/linux/http/op5_config_exec,exploits,Excellent,True,False,0.99,"linux, unix"
CVE-2025-34116,exploits/linux/http/ipfire_proxy_exec,exploits,Excellent,True,False,0.99,unix
CVE-2025-34121,exploits/multi/http/uptime_file_upload_1,exploits,Excellent,True,False,0.99,php
CVE-2025-34299,exploits/multi/http/monsta_ftp_downloadfile_rce,exploits,Excellent,True,False,0.99,php
CVE-2025-34300,exploits/multi/http/lighthouse_studio_unauth_rce_cve_2025_34300,exploits,Excellent,True,False,0.99,multi
CVE-2025-34509,exploits/windows/http/sitecore_xp_cve_2025_34510,exploits,Excellent,True,False,0.99,win
CVE-2025-34509,exploits/windows/http/sitecore_xp_cve_2025_34511,exploits,Excellent,True,False,0.99,win
CVE-2025-34510,exploits/windows/http/sitecore_xp_cve_2025_34510,exploits,Excellent,True,False,0.99,win
CVE-2025-34511,exploits/windows/http/sitecore_xp_cve_2025_34511,exploits,Excellent,True,False,0.99,win
CVE-2025-4427,exploits/multi/http/ivanti_epmm_rce_cve_2025_4427_4428,exploits,Excellent,True,False,0.99,python
CVE-2025-4428,exploits/multi/http/ivanti_epmm_rce_cve_2025_4427_4428,exploits,Excellent,True,False,0.99,python
CVE-2025-4428,exploits/windows/http/commvault_rce_cve_2025_57790_cve_2025_57791,exploits,Excellent,True,False,0.99,windows
CVE-2025-4653,exploits/linux/http/pandora_itsm_auth_rce_cve_2025_4653,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2025-47812,exploits/multi/http/wingftp_null_byte_rce,exploits,Excellent,True,False,0.99,win
CVE-2025-47812,exploits/windows/ftp/wing_ftp_admin_exec,exploits,Excellent,True,False,0.99,win
CVE-2025-47916,exploits/multi/http/invision_customcss_rce,exploits,Excellent,True,False,0.99,php
CVE-2025-48827,exploits/multi/http/vbulletin_replace_ad_template_rce,exploits,Excellent,True,False,0.99,win
CVE-2025-48828,exploits/multi/http/vbulletin_replace_ad_template_rce,exploits,Excellent,True,False,0.99,win
CVE-2025-49113,exploits/multi/http/roundcube_auth_rce_cve_2025_49113,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2025-49619,exploits/linux/http/skyvern_ssti_cve_2025_49619,exploits,Excellent,True,False,0.99,
CVE-2025-49704,exploits/windows/http/sharepoint_toolpane_rce,exploits,Excellent,True,False,0.99,win
CVE-2025-49706,exploits/windows/http/sharepoint_toolpane_rce,exploits,Excellent,True,False,0.99,win
CVE-2025-52367,exploits/linux/http/pivotx_index_php_overwrite,exploits,Excellent,True,False,0.99,php
CVE-2025-5306,exploits/linux/http/pandora_fms_auth_netflow_rce,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2025-53770,exploits/windows/http/sharepoint_toolpane_rce,exploits,Excellent,True,False,0.99,win
CVE-2025-53771,exploits/windows/http/sharepoint_toolpane_rce,exploits,Excellent,True,False,0.99,win
CVE-2025-55182,exploits/multi/http/react2shell_unauth_rce_cve_2025_55102,exploits,Excellent,True,False,0.99,multi
CVE-2025-57788,exploits/windows/http/commvault_rce_cve_2025_57790_cve_2025_57791,exploits,Excellent,True,False,0.99,windows
CVE-2025-57790,exploits/windows/http/commvault_rce_cve_2025_57790_cve_2025_57791,exploits,Excellent,True,False,0.99,windows
CVE-2025-57791,exploits/windows/http/commvault_rce_cve_2025_57790_cve_2025_57791,exploits,Excellent,True,False,0.99,windows
CVE-2025-57819,exploits/unix/http/freepbx_unauth_sqli_to_rce,exploits,Excellent,True,False,0.99,linux
CVE-2025-58034,exploits/linux/http/fortinet_fortiweb_rce,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2025-5946,exploits/linux/http/centreon_auth_rce_cve_2025_5946,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2025-59528,exploits/multi/http/flowise_js_rce,exploits,Excellent,True,False,0.99,win
CVE-2025-60787,exploits/linux/http/motioneye_auth_rce_cve_2025_60787,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2025-64446,exploits/linux/http/fortinet_fortiweb_rce,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2025-66478,exploits/multi/http/react2shell_unauth_rce_cve_2025_55102,exploits,Excellent,True,False,0.99,multi
CVE-2025-8518,exploits/multi/http/vvveb_auth_rce_cve_2025_8518,exploits,Excellent,True,False,0.99,php
CVE-2025-8943,exploits/multi/http/flowise_custommcp_rce,exploits,Excellent,True,False,0.99,win
CVE-1999-0209,exploits/solaris/sunrpc/ypupdated_exec,exploits,Excellent,False,False,0.95,
CVE-1999-0504,exploits/windows/local/current_user_psexec,exploits,Excellent,False,False,0.95,win
CVE-1999-0504,exploits/windows/local/powershell_remoting,exploits,Excellent,False,False,0.95,win
CVE-1999-0504,exploits/windows/local/wmi,exploits,Excellent,False,False,0.95,win
CVE-1999-0526,exploits/unix/x11/x11_keyboard_exec,exploits,Excellent,False,False,0.95,unix
CVE-1999-1053,exploits/unix/webapp/guestbook_ssi_exec,exploits,Excellent,False,False,0.95,
CVE-2000-0248,exploits/linux/http/piranha_passwd_exec,exploits,Excellent,False,False,0.95,unix
CVE-2000-0322,exploits/linux/http/piranha_passwd_exec,exploits,Excellent,False,False,0.95,unix
CVE-2000-0402,exploits/windows/mssql/mssql_payload_sqli,exploits,Excellent,False,False,0.95,win
CVE-2000-1209,exploits/windows/mssql/mssql_payload_sqli,exploits,Excellent,False,False,0.95,win
CVE-2001-0797,exploits/solaris/telnet/ttyprompt,exploits,Excellent,False,False,0.95,
CVE-2001-1583,exploits/solaris/lpd/sendmail_exec,exploits,Excellent,False,False,0.95,
CVE-2002-1473,exploits/hpux/lpd/cleanup_exec,exploits,Excellent,False,False,0.95,
CVE-2003-0050,exploits/unix/webapp/qtss_parse_xml_exec,exploits,Excellent,False,False,0.95,unix
CVE-2004-1315,exploits/unix/webapp/phpbb_highlight,exploits,Excellent,False,False,0.95,unix
CVE-2005-10004,exploits/unix/webapp/cacti_graphimage_exec,exploits,Excellent,False,False,0.95,unix
CVE-2005-2086,exploits/unix/webapp/phpbb_highlight,exploits,Excellent,False,False,0.95,unix
CVE-2005-2612,exploits/unix/webapp/wp_lastpost_exec,exploits,Excellent,False,False,0.95,php
CVE-2005-2773,exploits/unix/webapp/openview_connectednodes_exec,exploits,Excellent,False,False,0.95,unix
CVE-2005-4145,exploits/windows/mssql/lyris_listmanager_weak_pass,exploits,Excellent,False,False,0.95,win
CVE-2006-0003,exploits/windows/browser/ie_createobject,exploits,Excellent,False,False,0.95,win
CVE-2006-1551,exploits/unix/webapp/pajax_remote_exec,exploits,Excellent,False,False,0.95,php
CVE-2006-2447,exploits/unix/misc/spamassassin_exec,exploits,Excellent,False,False,0.95,unix
CVE-2006-2685,exploits/unix/webapp/base_qry_common,exploits,Excellent,False,False,0.95,php
CVE-2006-4704,exploits/windows/browser/ie_createobject,exploits,Excellent,False,False,0.95,win
CVE-2007-0882,exploits/solaris/telnet/fuser,exploits,Excellent,False,False,0.95,
CVE-2007-2175,exploits/multi/browser/qtjava_pointer,exploits,Excellent,False,False,0.95,"win, osx"
CVE-2007-2447,exploits/multi/samba/usermap_script,exploits,Excellent,False,False,0.95,unix
CVE-2007-4560,exploits/unix/smtp/clamav_milter_blackhole,exploits,Excellent,False,False,0.95,unix
CVE-2007-5208,exploits/linux/misc/hplip_hpssd_exec,exploits,Excellent,False,False,0.95,unix
CVE-2007-5863,exploits/osx/browser/software_update,exploits,Excellent,False,False,0.95,osx
CVE-2008-1117,exploits/windows/motorola/timbuktu_fileupload,exploits,Excellent,False,False,0.95,win
CVE-2008-2905,exploits/unix/webapp/mambo_cache_lite,exploits,Excellent,False,False,0.95,php
CVE-2008-4696,exploits/multi/browser/opera_historysearch,exploits,Excellent,False,False,0.95,win
CVE-2008-5353,exploits/multi/browser/java_calendar_deserialize,exploits,Excellent,False,False,0.95,java
CVE-2009-0695,exploits/multi/wyse/hagent_untrusted_hsdata,exploits,Excellent,False,False,0.95,win
CVE-2009-1151,exploits/unix/webapp/phpmyadmin_config,exploits,Excellent,False,False,0.95,php
CVE-2009-1429,exploits/windows/antivirus/ams_xfr,exploits,Excellent,False,False,0.95,win
CVE-2009-1730,exploits/windows/tftp/netdecision_tftp_traversal,exploits,Excellent,False,False,0.95,win
CVE-2009-20006,exploits/unix/webapp/oscommerce_filemanager,exploits,Excellent,False,False,0.95,php
CVE-2009-2011,exploits/windows/browser/dxstudio_player_exec,exploits,Excellent,False,False,0.95,win
CVE-2009-2261,exploits/multi/fileformat/peazip_command_injection,exploits,Excellent,False,False,0.95,
CVE-2009-2265,exploits/windows/http/coldfusion_fckeditor,exploits,Excellent,False,False,0.95,win
CVE-2009-2288,exploits/unix/webapp/nagios3_statuswml_ping,exploits,Excellent,False,False,0.95,unix
CVE-2009-2765,exploits/linux/http/ddwrt_cgibin_exec,exploits,Excellent,False,False,0.95,unix
CVE-2009-3068,exploits/windows/http/adobe_robohelper_authbypass,exploits,Excellent,False,False,0.95,win
CVE-2009-3693,exploits/windows/browser/persits_xupload_traversal,exploits,Excellent,False,False,0.95,win
CVE-2009-4502,exploits/unix/misc/zabbix_agent_exec,exploits,Excellent,False,False,0.95,unix
CVE-2009-4850,exploits/windows/browser/awingsoft_winds3d_sceneurl,exploits,Excellent,False,False,0.95,win
CVE-2010-0094,exploits/multi/browser/java_rmi_connection_impl,exploits,Excellent,False,False,0.95,java
CVE-2010-0103,exploits/windows/backdoor/energizer_duo_payload,exploits,Excellent,False,False,0.95,win
CVE-2010-0111,exploits/windows/antivirus/ams_hndlrsvc,exploits,Excellent,False,False,0.95,win
CVE-2010-0219,exploits/multi/http/axis2_deployer,exploits,Excellent,False,False,0.95,java
CVE-2010-0266,exploits/windows/email/ms10_045_outlook_ref_only,exploits,Excellent,False,False,0.95,win
CVE-2010-0266,exploits/windows/email/ms10_045_outlook_ref_resolve,exploits,Excellent,False,False,0.95,win
CVE-2010-0738,exploits/multi/http/jboss_bshdeployer,exploits,Excellent,False,False,0.95,java
CVE-2010-0738,exploits/multi/http/jboss_deploymentfilerepository,exploits,Excellent,False,False,0.95,java
CVE-2010-0738,exploits/multi/http/jboss_maindeployer,exploits,Excellent,False,False,0.95,java
CVE-2010-0840,exploits/multi/browser/java_trusted_chain,exploits,Excellent,False,False,0.95,win
CVE-2010-0886,exploits/windows/browser/java_ws_arginject_altjvm,exploits,Excellent,False,False,0.95,win
CVE-2010-0904,exploits/windows/http/osb_uname_jlist,exploits,Excellent,False,False,0.95,win
CVE-2010-1240,exploits/windows/fileformat/adobe_pdf_embedded_exe,exploits,Excellent,False,False,0.95,win
CVE-2010-1240,exploits/windows/fileformat/adobe_pdf_embedded_exe_nojs,exploits,Excellent,False,False,0.95,win
